"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"11016",0,2500,"D","MORTGAGE",444000,41,"13.5+","0-15"
"11017",0,23000,"B","MORTGAGE",57360,28,"Missing","0-15"
"11018",0,7750,"B","MORTGAGE",85000,24,"11-13.5","0-15"
"11019",0,6400,"B","MORTGAGE",40000,24,"8-11","0-15"
"11020",0,12500,"D","MORTGAGE",62400,25,"13.5+","0-15"
"11021",0,4000,"B","RENT",63000,21,"11-13.5","0-15"
"11022",0,28000,"D","MORTGAGE",110000,26,"13.5+","0-15"
"11023",0,9600,"A","RENT",55000,22,"8-11","0-15"
"11024",1,10000,"C","RENT",25368,29,"11-13.5","0-15"
"11025",0,9600,"C","RENT",44000,33,"11-13.5","0-15"
"11026",0,5400,"A","MORTGAGE",50000,32,"0-8","0-15"
"11027",0,4000,"B","MORTGAGE",45000,25,"8-11","15-30"
"11028",0,6000,"D","RENT",32000,25,"11-13.5","0-15"
"11029",0,6000,"B","RENT",55000,22,"8-11","0-15"
"11030",0,7200,"A","RENT",37245,24,"8-11","0-15"
"11031",0,16000,"A","RENT",50000,50,"0-8","0-15"
"11032",0,7000,"C","RENT",49500,23,"Missing","0-15"
"11033",0,2000,"A","OWN",98000,25,"0-8","0-15"
"11034",0,2400,"B","RENT",43000,22,"8-11","0-15"
"11035",1,3600,"A","RENT",30000,34,"0-8","0-15"
"11036",0,7200,"C","MORTGAGE",42000,25,"13.5+","0-15"
"11037",0,7700,"C","RENT",96408,24,"11-13.5","0-15"
"11038",0,7200,"A","RENT",35000,28,"0-8","0-15"
"11039",0,12500,"B","RENT",101877,27,"11-13.5","0-15"
"11040",0,4475,"B","OWN",15000,23,"Missing","Missing"
"11041",1,12000,"B","RENT",32500,22,"11-13.5","0-15"
"11042",0,2800,"A","OWN",40000,24,"8-11","0-15"
"11043",0,35000,"C","MORTGAGE",80000,27,"Missing","0-15"
"11044",0,1800,"B","RENT",28000,25,"11-13.5","0-15"
"11045",0,1400,"C","OWN",4888,53,"Missing","0-15"
"11046",0,1000,"D","MORTGAGE",32000,27,"13.5+","0-15"
"11047",0,10000,"A","MORTGAGE",73500,23,"0-8","0-15"
"11048",0,9000,"B","RENT",60000,22,"11-13.5","0-15"
"11049",0,13000,"B","RENT",92250,29,"8-11","0-15"
"11050",0,4500,"A","RENT",70000,29,"0-8","0-15"
"11051",0,7000,"B","RENT",40800,24,"11-13.5","0-15"
"11052",0,15000,"B","MORTGAGE",150000,34,"11-13.5","0-15"
"11053",0,25000,"C","RENT",1e+05,33,"11-13.5","0-15"
"11054",0,16750,"B","OWN",34000,27,"8-11","0-15"
"11055",0,3750,"D","MORTGAGE",480000,33,"13.5+","0-15"
"11056",0,19200,"B","RENT",82000,27,"8-11","Missing"
"11057",0,8000,"D","RENT",25000,36,"13.5+","0-15"
"11058",0,5000,"A","MORTGAGE",86400,28,"0-8","0-15"
"11059",0,1200,"A","RENT",30000,33,"0-8","0-15"
"11060",0,6000,"A","RENT",28000,23,"8-11","0-15"
"11061",0,18000,"C","MORTGAGE",113300,28,"11-13.5","15-30"
"11062",0,6000,"B","RENT",73000,23,"11-13.5","0-15"
"11063",1,10000,"B","MORTGAGE",70000,30,"8-11","Missing"
"11064",0,12000,"A","RENT",33000,23,"8-11","0-15"
"11065",0,17475,"A","RENT",58000,22,"0-8","0-15"
"11066",0,2000,"B","RENT",38400,21,"Missing","0-15"
"11067",0,12000,"A","MORTGAGE",50000,31,"0-8","0-15"
"11068",0,15000,"C","OWN",120775,25,"11-13.5","0-15"
"11069",0,8000,"A","MORTGAGE",90000,26,"0-8","0-15"
"11070",0,10000,"D","RENT",65000,24,"13.5+","0-15"
"11071",1,5000,"C","OWN",30000,33,"11-13.5","0-15"
"11072",0,12800,"B","RENT",85000,32,"8-11","0-15"
"11073",1,7750,"C","MORTGAGE",104000,28,"13.5+","0-15"
"11074",0,6500,"C","MORTGAGE",68000,25,"11-13.5","0-15"
"11075",0,10000,"A","MORTGAGE",72000,27,"0-8","0-15"
"11076",1,13000,"D","RENT",120000,26,"13.5+","0-15"
"11077",0,16000,"B","MORTGAGE",70000,23,"Missing","0-15"
"11078",0,6700,"C","MORTGAGE",31200,24,"13.5+","0-15"
"11079",0,6000,"A","RENT",40000,22,"0-8","0-15"
"11080",0,13500,"B","RENT",38000,21,"8-11","0-15"
"11081",0,5000,"A","RENT",27360,22,"0-8","0-15"
"11082",0,4250,"B","RENT",50000,22,"11-13.5","0-15"
"11083",0,4800,"A","RENT",48000,23,"0-8","0-15"
"11084",0,7000,"A","MORTGAGE",40000,22,"8-11","0-15"
"11085",0,7500,"C","MORTGAGE",126000,26,"13.5+","0-15"
"11086",0,10000,"B","RENT",66000,32,"11-13.5","0-15"
"11087",0,18000,"B","OWN",86000,35,"Missing","0-15"
"11088",0,5000,"C","RENT",24000,37,"13.5+","0-15"
"11089",1,2000,"D","RENT",43200,24,"Missing","0-15"
"11090",0,14000,"D","RENT",37148.8,23,"13.5+","0-15"
"11091",0,6000,"B","MORTGAGE",48600,23,"11-13.5","0-15"
"11092",0,10000,"A","MORTGAGE",69000,28,"8-11","0-15"
"11093",0,5000,"A","OWN",27996,22,"0-8","0-15"
"11094",0,6200,"B","RENT",60000,23,"8-11","0-15"
"11095",0,5000,"B","OWN",40000,28,"8-11","0-15"
"11096",0,15000,"A","RENT",125000,25,"Missing","0-15"
"11097",0,35000,"D","MORTGAGE",97000,23,"13.5+","0-15"
"11098",0,10000,"A","MORTGAGE",120000,27,"0-8","0-15"
"11099",0,20000,"B","MORTGAGE",65000,31,"11-13.5","0-15"
"11100",0,10000,"A","MORTGAGE",51000,26,"0-8","0-15"
"11101",0,8000,"B","RENT",40000,21,"8-11","0-15"
"11102",0,14000,"A","RENT",61000,22,"0-8","0-15"
"11103",0,5500,"C","RENT",34000,26,"11-13.5","0-15"
"11104",0,14000,"A","RENT",55000,25,"0-8","15-30"
"11105",0,5000,"D","MORTGAGE",80000,26,"13.5+","0-15"
"11106",1,2000,"C","MORTGAGE",79000,22,"11-13.5","0-15"
"11107",0,1500,"A","RENT",22800,40,"0-8","0-15"
"11108",0,15000,"B","MORTGAGE",43000,26,"11-13.5","0-15"
"11109",0,7000,"A","MORTGAGE",96713.32,31,"0-8","0-15"
"11110",0,5000,"C","RENT",34500,22,"Missing","0-15"
"11111",0,16000,"C","RENT",30000,23,"11-13.5","0-15"
"11112",0,6000,"A","RENT",31200,27,"8-11","0-15"
"11113",0,8500,"B","RENT",45000,30,"11-13.5","0-15"
"11114",0,1200,"A","MORTGAGE",69600,23,"0-8","0-15"
"11115",0,18000,"D","RENT",72000,34,"13.5+","0-15"
"11116",0,2500,"A","OWN",33600,24,"0-8","15-30"
"11117",0,25000,"D","RENT",78000,27,"13.5+","0-15"
"11118",0,3000,"B","RENT",21000,26,"8-11","0-15"
"11119",0,9000,"C","MORTGAGE",58000,30,"11-13.5","0-15"
"11120",0,6000,"C","OWN",46000,30,"11-13.5","15-30"
"11121",0,10000,"A","RENT",75000,22,"0-8","0-15"
"11122",0,6000,"B","RENT",26500,25,"11-13.5","0-15"
"11123",1,21000,"B","RENT",53580,33,"Missing","0-15"
"11124",0,10200,"D","RENT",70000,28,"13.5+","0-15"
"11125",0,8000,"B","MORTGAGE",57000,31,"8-11","0-15"
"11126",0,8000,"A","RENT",51400,32,"0-8","0-15"
"11127",0,20000,"C","RENT",91229,25,"13.5+","0-15"
"11128",0,10000,"A","MORTGAGE",67200,31,"0-8","0-15"
"11129",0,33000,"B","MORTGAGE",67600,37,"8-11","0-15"
"11130",0,1750,"C","OWN",12600,25,"13.5+","0-15"
"11131",0,5000,"A","MORTGAGE",45000,24,"0-8","0-15"
"11132",0,12000,"B","MORTGAGE",61000,28,"8-11","0-15"
"11133",0,5600,"C","RENT",75797,31,"11-13.5","0-15"
"11134",0,11525,"A","MORTGAGE",106800,24,"0-8","0-15"
"11135",0,25000,"B","MORTGAGE",137000,22,"8-11","0-15"
"11136",0,6900,"C","MORTGAGE",39000,27,"11-13.5","0-15"
"11137",1,12000,"C","MORTGAGE",88000,24,"Missing","0-15"
"11138",0,9700,"D","RENT",88000,30,"Missing","0-15"
"11139",0,9500,"A","MORTGAGE",35000,22,"0-8","0-15"
"11140",0,6000,"C","RENT",43000,32,"11-13.5","0-15"
"11141",0,3500,"A","OWN",66000,33,"Missing","15-30"
"11142",1,1200,"C","MORTGAGE",90216,23,"Missing","0-15"
"11143",0,5000,"A","RENT",19200,34,"0-8","15-30"
"11144",0,2950,"B","OWN",30000,31,"8-11","0-15"
"11145",1,4000,"D","RENT",105000,27,"13.5+","15-30"
"11146",0,3000,"C","OWN",24000,22,"13.5+","0-15"
"11147",0,24250,"B","OWN",59004,27,"11-13.5","0-15"
"11148",0,5000,"C","RENT",60000,38,"13.5+","0-15"
"11149",0,11500,"G","OWN",27000,27,"13.5+","0-15"
"11150",0,12000,"B","RENT",51500,40,"11-13.5","0-15"
"11151",0,18000,"B","MORTGAGE",170000,29,"11-13.5","15-30"
"11152",0,5000,"B","RENT",22944,23,"11-13.5","0-15"
"11153",0,6000,"A","RENT",30784,28,"8-11","0-15"
"11154",0,2600,"D","RENT",30996,27,"13.5+","0-15"
"11155",0,9600,"D","RENT",33600,29,"13.5+","0-15"
"11156",0,5000,"B","RENT",53995,34,"8-11","0-15"
"11157",0,8000,"D","MORTGAGE",85000,36,"13.5+","0-15"
"11158",0,13600,"D","MORTGAGE",90000,28,"13.5+","0-15"
"11159",0,17000,"C","OWN",43200,26,"11-13.5","0-15"
"11160",0,13000,"C","OWN",55000,39,"13.5+","0-15"
"11161",0,12000,"B","MORTGAGE",80000,28,"11-13.5","15-30"
"11162",0,5600,"B","RENT",69000,24,"8-11","0-15"
"11163",0,9000,"A","MORTGAGE",66766,24,"0-8","Missing"
"11164",0,1000,"C","RENT",35100,22,"13.5+","0-15"
"11165",1,10750,"C","RENT",30067.2,21,"11-13.5","0-15"
"11166",0,7800,"B","RENT",45000,23,"11-13.5","0-15"
"11167",0,5000,"C","MORTGAGE",68000,29,"11-13.5","0-15"
"11168",0,10000,"A","MORTGAGE",42179.04,23,"0-8","0-15"
"11169",0,13000,"A","RENT",52128,22,"8-11","0-15"
"11170",0,5000,"A","RENT",54996,31,"0-8","0-15"
"11171",0,7000,"C","RENT",50000,41,"11-13.5","0-15"
"11172",0,6000,"B","RENT",22500,29,"11-13.5","0-15"
"11173",0,10000,"A","RENT",98004,27,"0-8","0-15"
"11174",0,6000,"C","RENT",30000,24,"11-13.5","0-15"
"11175",0,8000,"D","OTHER",27048,25,"13.5+","0-15"
"11176",0,7200,"A","MORTGAGE",36000,23,"0-8","15-30"
"11177",0,15000,"A","MORTGAGE",110000,36,"8-11","0-15"
"11178",0,12000,"B","RENT",56755,22,"8-11","0-15"
"11179",0,5000,"B","RENT",48000,23,"8-11","15-30"
"11180",1,18000,"C","RENT",132725.38,27,"13.5+","0-15"
"11181",0,15000,"B","RENT",156000,26,"11-13.5","0-15"
"11182",0,8000,"A","OWN",1e+05,30,"0-8","0-15"
"11183",0,4750,"D","RENT",37000,30,"13.5+","0-15"
"11184",1,18000,"C","MORTGAGE",98000,22,"11-13.5","0-15"
"11185",0,5300,"B","MORTGAGE",32000,36,"8-11","0-15"
"11186",0,3000,"B","MORTGAGE",1e+05,22,"11-13.5","15-30"
"11187",0,7000,"A","RENT",90000,35,"8-11","0-15"
"11188",0,5000,"F","RENT",106300,24,"Missing","15-30"
"11189",0,2000,"C","RENT",44304,21,"13.5+","0-15"
"11190",0,7500,"B","MORTGAGE",27000,24,"8-11","0-15"
"11191",0,750,"C","RENT",19000,25,"11-13.5","0-15"
"11192",0,10000,"A","MORTGAGE",141000,24,"0-8","0-15"
"11193",0,11200,"C","RENT",100016,26,"13.5+","15-30"
"11194",0,7500,"B","MORTGAGE",45000,25,"8-11","0-15"
"11195",0,10000,"B","RENT",140000,22,"8-11","0-15"
"11196",0,6000,"B","RENT",42000,25,"Missing","0-15"
"11197",0,3000,"A","RENT",50000,23,"0-8","0-15"
"11198",0,12000,"D","MORTGAGE",65000,37,"13.5+","0-15"
"11199",0,14200,"B","MORTGAGE",78000,25,"11-13.5","15-30"
"11200",0,20000,"B","RENT",65000,23,"8-11","0-15"
"11201",0,9600,"A","MORTGAGE",64000,22,"8-11","0-15"
"11202",0,15000,"B","MORTGAGE",110000,24,"8-11","0-15"
"11203",0,14000,"D","MORTGAGE",61000,39,"13.5+","0-15"
"11204",0,8500,"C","OWN",39000,25,"13.5+","0-15"
"11205",1,8950,"C","RENT",39000,23,"11-13.5","0-15"
"11206",0,4750,"C","OWN",21600,38,"13.5+","0-15"
"11207",0,5800,"A","RENT",35020,24,"8-11","0-15"
"11208",0,5450,"A","RENT",83004,26,"0-8","0-15"
"11209",0,2500,"B","RENT",75000,28,"11-13.5","15-30"
"11210",0,1500,"A","MORTGAGE",77000,30,"0-8","0-15"
"11211",0,1200,"A","RENT",9960,24,"0-8","0-15"
"11212",0,5400,"D","MORTGAGE",85000,25,"13.5+","0-15"
"11213",0,15000,"C","MORTGAGE",63000,24,"11-13.5","0-15"
"11214",0,9000,"D","RENT",88115,30,"13.5+","0-15"
"11215",0,7000,"B","MORTGAGE",145000,24,"8-11","0-15"
"11216",0,5000,"A","OWN",67068.42,27,"Missing","15-30"
"11217",0,14400,"B","RENT",75000,39,"11-13.5","0-15"
"11218",0,3000,"C","RENT",53000,25,"13.5+","0-15"
"11219",0,5000,"D","RENT",29100,23,"13.5+","0-15"
"11220",0,20000,"B","MORTGAGE",80000,37,"11-13.5","15-30"
"11221",0,3000,"A","RENT",49000,38,"0-8","0-15"
"11222",0,2000,"B","RENT",62400,26,"11-13.5","0-15"
"11223",0,4075,"A","MORTGAGE",45000,24,"0-8","0-15"
"11224",0,3400,"A","RENT",28404,22,"8-11","0-15"
"11225",0,16000,"D","MORTGAGE",60000,29,"13.5+","0-15"
"11226",0,16000,"A","MORTGAGE",60000,23,"0-8","Missing"
"11227",0,4000,"E","RENT",19968,30,"13.5+","0-15"
"11228",0,11000,"C","RENT",29000,21,"11-13.5","0-15"
"11229",0,20000,"B","RENT",75000,25,"Missing","0-15"
"11230",0,6000,"D","RENT",73500,23,"13.5+","0-15"
"11231",0,16000,"B","RENT",43000,25,"11-13.5","0-15"
"11232",0,25000,"D","RENT",120000,26,"13.5+","0-15"
"11233",1,7000,"A","RENT",55000,24,"0-8","0-15"
"11234",0,10000,"A","MORTGAGE",75000,53,"8-11","0-15"
"11235",0,12000,"A","MORTGAGE",135000,24,"8-11","0-15"
"11236",0,7000,"C","RENT",36500,27,"8-11","0-15"
"11237",0,10000,"D","MORTGAGE",91000,23,"13.5+","0-15"
"11238",0,2500,"B","OWN",61440,23,"Missing","0-15"
"11239",0,6250,"B","RENT",16000,22,"8-11","Missing"
"11240",0,8000,"B","RENT",36000,23,"Missing","0-15"
"11241",0,2700,"A","MORTGAGE",47500,36,"0-8","0-15"
"11242",0,6000,"B","MORTGAGE",130000,24,"8-11","15-30"
"11243",0,6400,"B","RENT",18000,29,"8-11","Missing"
"11244",0,13000,"A","RENT",110000,24,"8-11","0-15"
"11245",0,2000,"C","RENT",35000,26,"13.5+","0-15"
"11246",1,23000,"D","RENT",95000,40,"11-13.5","0-15"
"11247",0,21700,"B","RENT",57000,25,"11-13.5","0-15"
"11248",0,1925,"C","MORTGAGE",36000,28,"13.5+","15-30"
"11249",0,4600,"B","RENT",150000,32,"8-11","0-15"
"11250",0,5500,"D","OWN",87000,25,"13.5+","0-15"
"11251",0,7500,"D","RENT",90000,22,"13.5+","0-15"
"11252",0,11975,"B","RENT",42000,27,"11-13.5","0-15"
"11253",1,1000,"B","RENT",36000,30,"Missing","0-15"
"11254",0,15000,"C","OWN",79995,28,"Missing","0-15"
"11255",0,2800,"A","RENT",29376,22,"0-8","0-15"
"11256",0,5000,"C","OWN",44000,23,"11-13.5","0-15"
"11257",0,4500,"A","RENT",15600,23,"0-8","0-15"
"11258",0,6800,"B","RENT",64000,80,"11-13.5","0-15"
"11259",0,10000,"A","MORTGAGE",55000,39,"0-8","0-15"
"11260",0,35000,"C","MORTGAGE",215000,23,"13.5+","15-30"
"11261",0,16000,"E","MORTGAGE",67000,23,"13.5+","0-15"
"11262",0,12000,"A","MORTGAGE",63000,22,"0-8","0-15"
"11263",0,4000,"A","MORTGAGE",24000,35,"0-8","0-15"
"11264",0,3500,"A","RENT",30000,21,"0-8","0-15"
"11265",0,10000,"A","MORTGAGE",129700,27,"0-8","0-15"
"11266",1,8400,"D","MORTGAGE",120000,32,"13.5+","0-15"
"11267",0,5600,"A","RENT",89610,21,"0-8","0-15"
"11268",0,5000,"B","RENT",57312,29,"11-13.5","0-15"
"11269",0,9600,"A","OWN",75000,24,"8-11","0-15"
"11270",0,11000,"D","RENT",48000,39,"13.5+","0-15"
"11271",0,3200,"A","MORTGAGE",55000,35,"0-8","0-15"
"11272",0,12000,"A","RENT",75000,22,"Missing","0-15"
"11273",1,14500,"B","RENT",37000,22,"11-13.5","0-15"
"11274",0,12200,"A","RENT",82100,21,"0-8","0-15"
"11275",0,12000,"A","MORTGAGE",61000,28,"0-8","15-30"
"11276",0,18300,"B","MORTGAGE",108000,26,"Missing","0-15"
"11277",0,8000,"B","RENT",32000,27,"8-11","0-15"
"11278",1,6000,"A","MORTGAGE",27012,45,"0-8","15-30"
"11279",0,11000,"A","RENT",70000,26,"0-8","0-15"
"11280",0,17600,"B","OWN",140000,28,"11-13.5","0-15"
"11281",1,18000,"B","RENT",65000,27,"11-13.5","0-15"
"11282",0,5600,"A","RENT",26000,22,"0-8","0-15"
"11283",0,8000,"A","MORTGAGE",36000,37,"0-8","30-45"
"11284",0,10000,"C","RENT",50000,22,"13.5+","15-30"
"11285",0,16000,"A","MORTGAGE",56532,21,"0-8","Missing"
"11286",0,6575,"A","MORTGAGE",1e+05,27,"0-8","0-15"
"11287",0,4000,"C","MORTGAGE",32400,29,"11-13.5","0-15"
"11288",0,15000,"A","OWN",44500,32,"0-8","0-15"
"11289",0,17500,"D","RENT",92500,33,"13.5+","0-15"
"11290",0,7000,"C","RENT",41000,35,"11-13.5","0-15"
"11291",0,14500,"B","MORTGAGE",52000,25,"8-11","0-15"
"11292",0,5000,"A","RENT",36480,25,"0-8","0-15"
"11293",0,25000,"D","OWN",70000,28,"13.5+","0-15"
"11294",0,6000,"A","MORTGAGE",54548,29,"0-8","0-15"
"11295",0,4800,"C","MORTGAGE",85000,26,"11-13.5","15-30"
"11296",0,7700,"A","MORTGAGE",54500,41,"0-8","0-15"
"11297",0,3500,"E","OWN",35000,24,"13.5+","0-15"
"11298",1,2800,"B","RENT",64800,27,"11-13.5","0-15"
"11299",0,19000,"D","RENT",58000,28,"13.5+","0-15"
"11300",0,11000,"A","MORTGAGE",43200,22,"0-8","0-15"
"11301",1,10000,"B","MORTGAGE",66000,26,"11-13.5","0-15"
"11302",0,7000,"A","RENT",50400,29,"0-8","0-15"
"11303",0,13000,"D","MORTGAGE",1e+05,29,"13.5+","0-15"
"11304",1,10000,"A","MORTGAGE",43200,60,"0-8","0-15"
"11305",0,12000,"B","RENT",34500,24,"8-11","0-15"
"11306",0,2500,"B","RENT",42000,23,"11-13.5","0-15"
"11307",0,4000,"C","RENT",43000,25,"11-13.5","0-15"
"11308",0,2700,"A","RENT",32000,24,"Missing","0-15"
"11309",0,5100,"B","MORTGAGE",60000,27,"11-13.5","0-15"
"11310",0,8550,"B","MORTGAGE",105999.8,23,"8-11","0-15"
"11311",0,6000,"D","MORTGAGE",50000,40,"13.5+","0-15"
"11312",0,20000,"D","RENT",65004,36,"13.5+","0-15"
"11313",0,5600,"B","RENT",52884,29,"11-13.5","0-15"
"11314",0,14000,"B","RENT",52000,39,"11-13.5","0-15"
"11315",0,8000,"C","OWN",45000,23,"11-13.5","0-15"
"11316",1,6000,"C","MORTGAGE",60000,26,"13.5+","0-15"
"11317",1,35000,"B","MORTGAGE",487000,39,"Missing","0-15"
"11318",0,8000,"A","RENT",30000,28,"Missing","0-15"
"11319",0,6375,"A","MORTGAGE",75000,26,"0-8","0-15"
"11320",0,5000,"A","RENT",42996,24,"0-8","0-15"
"11321",0,12000,"A","MORTGAGE",80000,27,"0-8","0-15"
"11322",0,10000,"B","RENT",51600,22,"8-11","0-15"
"11323",0,10000,"A","MORTGAGE",80000,25,"0-8","0-15"
"11324",0,15000,"D","RENT",42500,23,"13.5+","0-15"
"11325",0,2000,"B","RENT",50450,25,"8-11","0-15"
"11326",0,15000,"B","MORTGAGE",48000,22,"8-11","0-15"
"11327",0,1800,"C","MORTGAGE",97000,23,"Missing","0-15"
"11328",0,10000,"F","RENT",96000,38,"13.5+","15-30"
"11329",0,3900,"B","RENT",55000,28,"11-13.5","0-15"
"11330",0,9000,"C","RENT",62532,29,"11-13.5","0-15"
"11331",0,10000,"B","MORTGAGE",1e+05,23,"8-11","0-15"
"11332",0,2000,"A","RENT",20000,21,"Missing","0-15"
"11333",0,12500,"D","OWN",75000,23,"13.5+","0-15"
"11334",1,8000,"D","RENT",70000,25,"13.5+","0-15"
"11335",0,10000,"B","RENT",70000,26,"8-11","0-15"
"11336",0,10000,"D","RENT",60000,23,"13.5+","0-15"
"11337",1,8000,"B","MORTGAGE",49590,24,"11-13.5","0-15"
"11338",1,4000,"E","RENT",47000,28,"13.5+","0-15"
"11339",0,12000,"D","RENT",102000,30,"13.5+","0-15"
"11340",0,20000,"A","MORTGAGE",105000,32,"0-8","0-15"
"11341",1,5000,"B","RENT",45000,35,"8-11","0-15"
"11342",0,3000,"C","OWN",60000,25,"13.5+","0-15"
"11343",0,10000,"B","OWN",70000,25,"Missing","0-15"
"11344",0,8000,"B","RENT",37440,35,"8-11","0-15"
"11345",0,22000,"A","MORTGAGE",52000,23,"0-8","15-30"
"11346",0,2000,"B","OWN",42900,22,"8-11","0-15"
"11347",0,4000,"A","MORTGAGE",60000,35,"0-8","0-15"
"11348",1,16000,"D","MORTGAGE",78500,25,"13.5+","0-15"
"11349",0,3000,"B","MORTGAGE",88200,26,"8-11","0-15"
"11350",0,16000,"A","RENT",101000,34,"0-8","0-15"
"11351",0,5000,"B","MORTGAGE",54996,22,"8-11","0-15"
"11352",0,1000,"D","RENT",46800,25,"13.5+","Missing"
"11353",0,6000,"A","OWN",24000,30,"0-8","Missing"
"11354",0,6000,"D","MORTGAGE",34000,24,"13.5+","0-15"
"11355",0,5000,"C","RENT",54996,22,"11-13.5","0-15"
"11356",0,7600,"C","MORTGAGE",51000,25,"11-13.5","0-15"
"11357",0,5000,"A","RENT",42000,28,"0-8","0-15"
"11358",0,14800,"B","RENT",50000,32,"8-11","0-15"
"11359",0,15000,"A","MORTGAGE",94000,26,"0-8","0-15"
"11360",0,7750,"D","RENT",19680,22,"13.5+","0-15"
"11361",1,12000,"C","MORTGAGE",25568,25,"11-13.5","0-15"
"11362",0,6000,"A","RENT",35000,27,"0-8","0-15"
"11363",0,20000,"C","MORTGAGE",75000,21,"11-13.5","0-15"
"11364",0,4000,"C","RENT",70000,26,"11-13.5","0-15"
"11365",0,16000,"B","MORTGAGE",68004,21,"11-13.5","0-15"
"11366",0,5600,"B","RENT",50004,23,"8-11","0-15"
"11367",0,5000,"B","MORTGAGE",35184,34,"8-11","Missing"
"11368",1,8000,"B","RENT",36500,36,"11-13.5","0-15"
"11369",1,7000,"D","RENT",38000,22,"Missing","0-15"
"11370",0,4800,"B","OWN",120000,27,"8-11","30-45"
"11371",0,23500,"B","MORTGAGE",46000,25,"8-11","0-15"
"11372",1,6000,"A","RENT",93000,26,"0-8","15-30"
"11373",0,5000,"B","RENT",106000,25,"Missing","0-15"
"11374",0,8000,"D","MORTGAGE",60000,26,"13.5+","0-15"
"11375",0,3000,"B","RENT",35000,22,"Missing","0-15"
"11376",0,20000,"B","RENT",129000,32,"Missing","0-15"
"11377",0,15000,"A","RENT",50000,36,"8-11","0-15"
"11378",0,6500,"C","RENT",21600,33,"Missing","0-15"
"11379",1,8000,"B","OWN",36000,35,"11-13.5","0-15"
"11380",0,12000,"B","RENT",66000,26,"11-13.5","0-15"
"11381",1,16000,"B","RENT",42494,24,"11-13.5","0-15"
"11382",0,8000,"C","RENT",50000,28,"13.5+","0-15"
"11383",0,8875,"C","RENT",33000,27,"13.5+","0-15"
"11384",0,10000,"A","MORTGAGE",69960,27,"Missing","0-15"
"11385",0,4000,"D","RENT",42000,22,"13.5+","0-15"
"11386",1,4000,"A","MORTGAGE",35000,22,"0-8","0-15"
"11387",0,14000,"B","MORTGAGE",43900,27,"8-11","0-15"
"11388",0,1600,"B","RENT",29124,23,"8-11","0-15"
"11389",0,8000,"C","RENT",35000,39,"11-13.5","0-15"
"11390",0,1500,"C","RENT",33600,58,"13.5+","0-15"
"11391",0,3000,"A","MORTGAGE",30000,28,"0-8","0-15"
"11392",0,5500,"C","RENT",73700,24,"13.5+","0-15"
"11393",0,12000,"C","MORTGAGE",180000,29,"11-13.5","15-30"
"11394",0,5000,"D","RENT",116300,24,"13.5+","0-15"
"11395",0,8000,"A","RENT",60000,35,"0-8","0-15"
"11396",0,5500,"B","RENT",60000,29,"8-11","0-15"
"11397",0,18000,"C","MORTGAGE",95004,24,"11-13.5","0-15"
"11398",0,28000,"D","MORTGAGE",75000,22,"13.5+","0-15"
"11399",0,10000,"A","RENT",50000,21,"0-8","0-15"
"11400",0,16800,"C","MORTGAGE",225000,28,"13.5+","0-15"
"11401",0,7000,"D","RENT",65000,22,"13.5+","0-15"
"11402",0,5000,"C","OWN",35000,21,"13.5+","0-15"
"11403",0,5950,"A","RENT",42000,27,"0-8","0-15"
"11404",1,6400,"D","MORTGAGE",50000,22,"13.5+","15-30"
"11405",0,3200,"C","RENT",55000,28,"11-13.5","0-15"
"11406",0,12000,"B","RENT",62000,30,"11-13.5","0-15"
"11407",1,7000,"B","MORTGAGE",37417,25,"8-11","0-15"
"11408",0,12000,"C","MORTGAGE",90000,27,"11-13.5","0-15"
"11409",0,24000,"B","OWN",88494.45,24,"Missing","15-30"
"11410",0,3000,"C","RENT",130000,28,"13.5+","0-15"
"11411",0,15000,"B","RENT",1e+05,27,"11-13.5","0-15"
"11412",0,1500,"E","RENT",25000,26,"13.5+","0-15"
"11413",1,10000,"D","RENT",60000,23,"13.5+","0-15"
"11414",1,3000,"B","RENT",18000,23,"11-13.5","0-15"
"11415",0,12000,"G","MORTGAGE",75000,34,"13.5+","0-15"
"11416",1,2000,"B","RENT",30000,26,"11-13.5","0-15"
"11417",0,12000,"B","MORTGAGE",80000,25,"8-11","0-15"
"11418",0,5000,"C","RENT",98000,44,"13.5+","15-30"
"11419",0,21000,"B","MORTGAGE",2e+05,23,"11-13.5","0-15"
"11420",0,5000,"B","RENT",39996,25,"11-13.5","0-15"
"11421",0,7000,"B","RENT",65000,28,"11-13.5","0-15"
"11422",0,35000,"A","MORTGAGE",128000,26,"8-11","0-15"
"11423",0,18000,"A","MORTGAGE",143000,30,"8-11","0-15"
"11424",0,3200,"D","RENT",77000,28,"13.5+","0-15"
"11425",0,6000,"A","MORTGAGE",125000,21,"0-8","0-15"
"11426",0,13000,"B","RENT",84000,24,"11-13.5","0-15"
"11427",1,6000,"A","RENT",35000,29,"8-11","0-15"
"11428",0,13000,"A","RENT",44100,23,"8-11","0-15"
"11429",0,9100,"B","MORTGAGE",81000,22,"11-13.5","0-15"
"11430",0,3800,"D","RENT",30004,25,"13.5+","0-15"
"11431",0,4200,"A","RENT",60000,31,"8-11","0-15"
"11432",0,7000,"E","RENT",72348,23,"13.5+","0-15"
"11433",0,16000,"D","MORTGAGE",70000,22,"13.5+","0-15"
"11434",0,4900,"D","RENT",32400,28,"13.5+","0-15"
